"id","name","equipment","pattern","prompt"
"machine-ab-crunch","Machine Ab Crunch","machine","crunch","Machine Ab Crunch: lying on the back, curling the torso up in a crunch. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"machine-back-extension","Back Extension (Machine)","machine","hinge","Back Extension (Machine): hinging at the hips, hips pushed back, slight knee bend, weight lowered along the thighs, flat back. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"lat-pulldown","Lat Pulldown","cable","pulldown","Lat Pulldown with a cable: seated at a pulldown station, pulling the bar down to the chest. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"close-grip-pulldown","Close Grip Pulldown","cable","pulldown","Close Grip Pulldown with a cable: seated at a pulldown station, pulling the bar down to the chest. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"straight-arm-pulldown","Straight Arm Pulldown","cable","pulldown","Straight Arm Pulldown with a cable: seated at a pulldown station, pulling the bar down to the chest. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"seated-cable-row","Seated Cable Row","cable","row","Seated Cable Row: torso hinged forward, pulling the weight to the waist, elbows driving back. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"single-arm-cable-row","Single Arm Cable Row","cable","row","Single Arm Cable Row: torso hinged forward, pulling the weight to the waist, elbows driving back. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"face-pull","Face Pull","cable","lateral_raise","Face Pull with a cable: raising the arms out to the sides up to shoulder height. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"cable-rear-delt-fly","Cable Rear Delt Fly","cable","lateral_raise","Cable Rear Delt Fly: raising the arms out to the sides up to shoulder height. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"cable-fly","Cable Fly (Crossover)","cable","lateral_raise","Cable Fly (Crossover): raising the arms out to the sides up to shoulder height. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"cable-lateral-raise","Cable Lateral Raise","cable","lateral_raise","Cable Lateral Raise: raising the arms out to the sides up to shoulder height. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"cable-front-raise","Cable Front Raise","cable","lateral_raise","Cable Front Raise: raising the arms out to the sides up to shoulder height. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"cable-curl","Cable Curl","cable","curl","Cable Curl: standing, curling the weight up toward the shoulders, biceps contracted. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"cable-rope-hammer-curl","Cable Rope Hammer Curl","cable","curl","Cable Rope Hammer Curl: standing, curling the weight up toward the shoulders, biceps contracted. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"tricep-pushdown","Tricep Pushdown","cable","triceps","Tricep Pushdown with a cable: extending the elbows to straighten the arms, triceps contracted. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"rope-tricep-pushdown","Rope Tricep Pushdown","cable","triceps","Rope Tricep Pushdown with a cable: extending the elbows to straighten the arms, triceps contracted. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"cable-overhead-extension","Cable Overhead Tricep Extension","cable","triceps","Cable Overhead Tricep Extension: extending the elbows to straighten the arms, triceps contracted. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"cable-tricep-kickback","Cable Tricep Kickback","cable","triceps","Cable Tricep Kickback: extending the elbows to straighten the arms, triceps contracted. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"cable-glute-kickback","Cable Glute Kickback","cable","triceps","Cable Glute Kickback: extending the elbows to straighten the arms, triceps contracted. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"cable-pull-through","Cable Pull Through","cable","generic","Cable Pull Through: performing the strength exercise with correct form. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"cable-crunch","Cable Crunch","cable","crunch","Cable Crunch: lying on the back, curling the torso up in a crunch. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"cable-woodchop","Cable Woodchop","cable","generic","Cable Woodchop: performing the strength exercise with correct form. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"cable-shrug","Cable Shrug","cable","shrug","Cable Shrug: standing, shoulders shrugged straight up toward the ears. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"cable-upright-row","Cable Upright Row","cable","lateral_raise","Cable Upright Row: raising the arms out to the sides up to shoulder height. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"pull-ups","Pull Ups","bodyweight","pull_up","Pull Ups: hanging from an overhead bar, pulling the chin up to the bar. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"chin-ups","Chin Ups","bodyweight","pull_up","Chin Ups: hanging from an overhead bar, pulling the chin up to the bar. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"muscle-ups","Muscle Ups","bodyweight","pull_up","Muscle Ups: hanging from an overhead bar, pulling the chin up to the bar. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"inverted-row","Inverted Row","bodyweight","row","Inverted Row: torso hinged forward, pulling the weight to the waist, elbows driving back. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"push-ups","Push Ups","bodyweight","push_up","Push Ups: in a push-up plank, lowering the chest toward the floor, straight body line. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"diamond-push-up","Diamond Push Ups","bodyweight","push_up","Diamond Push Ups: in a push-up plank, lowering the chest toward the floor, straight body line. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"wide-push-up","Wide Push Ups","bodyweight","push_up","Wide Push Ups: in a push-up plank, lowering the chest toward the floor, straight body line. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"decline-push-up","Decline Push Ups","bodyweight","push_up","Decline Push Ups: in a push-up plank, lowering the chest toward the floor, straight body line. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"pike-push-up","Pike Push Ups","bodyweight","push_up","Pike Push Ups: in a push-up plank, lowering the chest toward the floor, straight body line. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"handstand-push-up","Handstand Push Ups","bodyweight","push_up","Handstand Push Ups: in a push-up plank, lowering the chest toward the floor, straight body line. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"dips","Dips","bodyweight","dip","Dips: supported on parallel bars, lowering and pressing the body up, elbows bent. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"bodyweight-squat","Bodyweight Squat","bodyweight","squat","Bodyweight Squat: deep squat, knees bent, hips at or below parallel, torso upright. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"bodyweight-lunge","Bodyweight Lunge","bodyweight","lunge","Bodyweight Lunge: in a lunge, one knee lowered toward the floor, torso upright. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"pistol-squat","Pistol Squat","bodyweight","squat","Pistol Squat: deep squat, knees bent, hips at or below parallel, torso upright. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"jump-squat","Jump Squat","bodyweight","squat","Jump Squat: deep squat, knees bent, hips at or below parallel, torso upright. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"bodyweight-step-up","Bodyweight Step Up","bodyweight","lunge","Bodyweight Step Up: in a lunge, one knee lowered toward the floor, torso upright. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"glute-bridge","Glute Bridge","bodyweight","hip_thrust","Glute Bridge: upper back on a bench, hips driven up to full lockout, weight across the hips. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"nordic-curl","Nordic Hamstring Curl","bodyweight","leg_curl","Nordic Hamstring Curl: curling the heels toward the glutes against a padded lever. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"calf-raise-bodyweight","Bodyweight Calf Raise","bodyweight","calf_raise","Bodyweight Calf Raise: up on the toes, heels lifted high, calves contracted. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"hanging-leg-raise","Hanging Leg Raise","bodyweight","hanging_leg_raise","Hanging Leg Raise: hanging from a bar, raising straight legs up to horizontal. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"hanging-knee-raise","Hanging Knee Raise","bodyweight","hanging_leg_raise","Hanging Knee Raise: hanging from a bar, raising straight legs up to horizontal. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"toes-to-bar","Toes To Bar","bodyweight","hanging_leg_raise","Toes To Bar: hanging from a bar, raising straight legs up to horizontal. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"sit-ups","Sit Ups","bodyweight","crunch","Sit Ups: lying on the back, curling the torso up in a crunch. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"crunches","Crunches","bodyweight","crunch","Crunches: lying on the back, curling the torso up in a crunch. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"bicycle-crunch","Bicycle Crunch","bodyweight","crunch","Bicycle Crunch: lying on the back, curling the torso up in a crunch. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"russian-twist","Russian Twist","bodyweight","crunch","Russian Twist: lying on the back, curling the torso up in a crunch. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"flutter-kicks","Flutter Kicks","bodyweight","crunch","Flutter Kicks: lying on the back, curling the torso up in a crunch. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"mountain-climbers","Mountain Climbers","bodyweight","crunch","Mountain Climbers: lying on the back, curling the torso up in a crunch. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"burpees","Burpees","bodyweight","generic","Burpees: performing the strength exercise with correct form. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"superman","Superman","bodyweight","hinge","Superman: hinging at the hips, hips pushed back, slight knee bend, weight lowered along the thighs, flat back. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"hyperextension","Back Hyperextension","bodyweight","hinge","Back Hyperextension: hinging at the hips, hips pushed back, slight knee bend, weight lowered along the thighs, flat back. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"plank","Plank","bodyweight","plank","Plank: holding a rigid straight-body plank on the forearms. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"side-plank","Side Plank","bodyweight","plank","Side Plank: holding a rigid straight-body plank on the forearms. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"wall-sit","Wall Sit","bodyweight","squat","Wall Sit: deep squat, knees bent, hips at or below parallel, torso upright. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"l-sit","L-Sit","bodyweight","hanging_leg_raise","L-Sit: hanging from a bar, raising straight legs up to horizontal. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"wide-grip-bench","Wide Grip Bench Press","barbell","bench_press","Wide Grip Bench Press with a barbell: lying on a flat bench, pressing the weight up over the chest. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
"paused-bench","Paused Bench Press","barbell","bench_press","Paused Bench Press with a barbell: lying on a flat bench, pressing the weight up over the chest. Minimalist 3D illustration of a faceless, featureless matte-gray mannequin (no face, no hair, no skin detail, like a smooth wooden artist's drawing dummy). Dark navy background #0B0E14, soft studio lighting with a subtle blue-to-purple rim light (#3D9BE9 to #9B6DFF), clean modern fitness-app icon style, flat soft shadows, single centered subject, full body in frame, no text, no logos, no real humans. Square 1:1."
